content,score
Byr ngk pernah telat.gopaylayer ngk bisa dipake.malah limitnya bekurang Bukanya bertambah.alasan data ngk sesuai.aneh,3
Cukup baik dan memuaskan,5
Biarkan bintang berbicara mantap,5
Mantap min,5
Kok tambah susah ia.driver nya terlalu jauh,1
Susah topup,4
Percobaan dulu,4
2 kali pesan go send tapi tak ada respon dari masing2 driver nya . Terus pesan lagi sampai harus mohon2 biar drivernya mau karna dah telat banget ngirim barang nya,4
Cukup puass,5
Sangat membantu klu lgi liburan ke kota😍,5
"Saya kecewa, kenapa sih gagal transaksi, dikatakan mendeteksi aktifitas tidak wajar tanpa dijelaskan apa aktifitas tersebut, kan saya jadi tidak bisa transaksi dengan seseorang, tolong dipercepat untuk eror tersebut.",5
kadang pengguna baru tidak dapat promo.,3
Aplikasi multifungsi yang sangat di gunakan segala hal aktifitas saya👍👍,5
"Pakai gopay later tapi diblokir, alasannya karena telat bayar taguhan padahal selalu bayar tepat waktu, itu lagi kenapa coba harus terhubung dengan aplikasi XL untuk pembayaran menggunakan gopay later jika memang tidak bisa, harusnya di putuskan aja😪😪KOCAK",1
Beli makan gak pernah Nemu driver.. Aplikasi Aneh....,1
Ter the Best dech..☺️,5
"Aplikasi bagus, tempat mencari uang, semoga berkah aamiin",5
"Akun saya dibekuin, saldo saya ketahanan 150k ga bisa di pindahkan. Minta bantu cs jawabannya ga ngebantu. Perusahaan besar gini tapi ga helpfull 👎👎👎 Alasan akun diblokir katanya saya ada ketauan aktivitas mencurigakan. Padahal saya ga melakukan tindakan kriminal atau scam apapun 👎 Asli sy kecewa saya sama gojek. Ambil dah tuh uang receh. Semoga ga berkah",1
Kntol,1
Ok,5
"Jadi takut kalo pake voucher hemat disini,kalo pake,nanti driver nya judes,ngasih rating customer nya jelek,jadi susah dapet driver. Ga dikasih tips pasti ngomel"" 😢",3
"ongkir makin mahal ga cocok,aturan beli makanan malah beli ongkir",1
Kocak apk bug mulu,1
Nagus,5
Good,5
"Sedih saya melihat drivernya,,, saya bayar 13rb tapi yang diterima ternyata cuma 8rb.... Tolong perusahaannya lebih memperhatikan drivernya",1
Sukses selalu,5
Sangat membantu,5
"TOLONG PERBAIKI SISTEMNYA YA, APAAN PESANAN DI AMBIL, UDH MENDEKATI WAKTU HASIB, LANGSUNG MUNCUL TELAT, LAMA SEKALI,AKHIRNYA SAYA BATALKAN, GITU AJA TERUS, KALAU GAADA DRIVER YA GAUSAH KONFIRMASI PESANAN SAYA, DRI AWAL HRUS NUNGGU LAMA",1
Lama banget yaa skrg makanan dr gojek sampai nya. Se jam.. wah... Laper berat,2
Hapus GoPaylater kalo jatuh temponya tanggal 1... aplikasi shopee lebih bagus di banding gojek,1
Paling rekoment,5
Mantap,5
Ya lumayan,1
"pelayanan minus, cs tidak dapat memberi solusi",1
"Kenapa baru download, voucher pengguna baru hilang tiba² saat mau pesan, padahal baru saja download, sebelumnya masih ada tiba² hilang, kenapa yaaa???",1
Mahal di pajak murah di ongkos. Drivernya gak pake tes apa2. Banyak driver maksa minta tip,1
"Sumpah kesel banget sama gojek, pakek paylater 21k buat bayar driver lupa bayar cuman 1 hari udah kenak denda 50ribu sumpah nguras kantong bangett, tolong di perbaiki, kalau gini yg gak sengaja kelupaan gak bakal pakek gojek lagi Niat hati pakek gopaylater biar promo sama lagi gak ada saldo tapi malah nombok lagi hhhuhu",3
Good job,5
Mantap kali pun.,5
"Ada yg cepat ada yang lelet, tergantung rider kali ya",5
Keren,5
Bagus,5
"Ongkos packing 7 rb , ongkos antar 5 rb. Lawak lu ?? Wkwk",1
terima kasih,5
baik,5
Aplikasi ini membantu banget disaat saya sakit.,5
Sangat bermanfaat untuk kehidupan sehari-hari,5
"Iklan sangat mengganggu, cenderung mengintimidasi....",1
Nyaman aman dan selamat,5
👍🏻👍🏻👍🏻👍🏻🙏🏻,5
"Seharusnya nasabah jago jadi prioritas pada promo dan ongkir digojek , niatnya buka bank jago biar dapat promo dan gratis ongkir di gojek tapi kenyataan sama aja kaya pembayaran yg lain",1
Memuaskan,5
"aku ada gopay pinjam, tp klupaan tf, mklum ya kn sibuk taun baruan.. udh kubayar jg tagihannya, pdhal cm telat sehari aj ditagihnya kek ditagih sm rentenir dgn bahasa yg kurang mengenakan.. ga professional bahasanya.. selama ini smua tagihan saya jg lancar n smua cicilan dibayar tepat waktu.. padahal karna saya pinjam, gopay sdh diuntungkan bnyak, krna jumlahnya jg ga sdikit, ga lagi2 deh pinjam digopay.. bunganya jg ktinggian.. kapok deh kapok.. hati2 aj deh bwt semua..",1
Ok,5
"Pembelian gofood gabisa dibatalin padahal gak sengaja kepencet dan tidak punya solusi apapun, disappointed",1
Jossss,5
"Kenapa gopay saya di potong untuk BPJS tk, sementara saya sudah tidak aktif",1
Saya puas menggunakan Aplikasi go jek,5
pada so sibuk semua driver nya?,1
Bintang ae,5
Aplikasi rekomen,5
semakin hari semakin mahal mana nyari drivernya susah banget kek nyari emas,1
Selalu ada disaat dibutuhkan,5
"Drivernya males males, di sekitar banyak, ga ada yang ngambil, padahal deket saja",1
Ok,5
Harga lebih terjangkau dibanding aplikasi lain,5
Males jalan..males keluar nyari sesuatu.. gojek in ajjaa... 🤩,5
Mantap,5
tambah kere.....kebanyakan aturan,1
"ini gimana, sistem makin nggak jelas, 😅",3
"Driver sulit dicari pada mager semua, ongkir terlalu mahal juga. Kenapa ga sistem lama aja dipakai driver sendiri yg cari langganan. bukan warung/toko yg cari driver.",2
panahan 👍,5
"Paylatter nya macam rampok bener, telat sehari denda 50 ribu.padahal di menu bantuan telat jatuh tempo 5 hari baru kena denda... gila kg ini nyari duitnya...",1
Ongkir buat gofood nya di luar nalar 😤 mana ga pernah dapet potongan ongkir,2
GAUSAH PAKE GOPAYLATER DENDANYA GEDE RUGI,1
mantabb,5
",👍👍👍👍👍👍👍",5
Keren,5
Mantap,5
Drivernya kurang ramah...,1
Mantabh...👍👍👍,5
"driver nya pemalas semuaa!! ga mau acc pesanan,ini yang pesen makan lagi sakit!! gunanya ada gofood sama driver apa sih? pesan dari jam 8 pagi sampai jam 11 siang gada perubahan,tolong lah,kalopun ada motor udah berangkat sendiri dari tadi!!",1
Amanah,5
Harga Sekarang Mahal Unt Gojek dan Gocar nya... Unt Waktu Pesan Gofood Menjebak... Di Muka 15-25 menit... Eh begitu Order 50-60 menit... Padahal Deket...,2
Bagus dan rekomended,5
Cepat dan mudah,5
Ini saya mau bayar kok ngga bisa mulu dari subuh,5
Nice,5
Aplikasinya jadi ribet,1
Good,5
keren,5
Bagus,5
Sangat membantu. Tapi sayang untuk gopay playlaternya ga ada kepastian untuk didapatkan. Selalu menunggu proses antrian terus.,5
"Sangat membantu buat ibu2 di rumah yg rempong mau beli makanan, ga ada motor dll. Bersyukur skrg ada aplikasi ini 🥰🥰",5
Bagus,5
"simple,,kredibel,,profesional",5
Asyik mudah cepat dan efisien.,5
Semoga semakin lancar jaya,5
"Aplikasi ini keren banget, sih! Gampang dipake dan tampilannya juga oke. Fitur-fiturnya bermanfaat banget buat aku. Pokoknya, aku suka banget deh sama aplikasi ini. Rekomendasiin ke teman-teman, ah!",5
"Cakep,Gojek",5
"Dari mulai pesan makanan, kirim paket, bepergian, bayar2 tagihan smuanya terpenuhi dg baik, aplikasi yg sangat membantu",5
aplikasi yang memudahkan saya berpergian dari manapun ke manapun.,5
"Semenjak banyak pilihan opsi mobil banyak driver yg maen cancel2 aja jadi kalo pilihan go car yg biasa udah lama di cancel pula, payah lah",3
Saran buat yang lain...jangan pernah menggunakan gopaylater nya...denda 1 hari keterlambatan nya 50rb...nggak ngotak,1
Mantap,5
"Mohon diperbaiki app ketika batal pesan gotrans, tiket keretanya masih menggantung, jadi ketika pesan ulang ada 2 tiket yang berlaku (pelanggan dirugikan) karena tiket dua-duanya tetap harus dibayar",5
siippp,5
Membantu disaat genting,5
"Kalau ada yang meminta Tip terang² an, laporkan aja ke Gojek",5
Perbaiki mapsnya !!!!,1
Sangat membantu,5
"Sering di cancel driver, tunggu lama stlh itu di cancel. Kenaikan harga kl driver minta cancel lumayan besar, 2x driver minta cancel, biaya jd membengkak. Tolong dong diperbaiki penghitungan kenaikan harga, dan driver komitmen dlm ambil penumpang. Terima kasih",3
gojek mantap,5
saya kecewa dengan aplikasi gojek setiap saya pesan gocar kenapa posisi driver gocar nya terlalu jauh tolong dong di pebaruhin aplikasi nya,3
aplikasi yg paling jelek . koreksi ya tolong ini .,1
Mudah...gampang gk pk ribet,5
Gojek sm gopay knpa yaa saya mau login ga bisa udh verif wajah gagal mulu 3x tolong dong di bantu saya perlu mau pke,3
mantap pelayanannya,5
Sangat puas,5
Gojek mantap,5
Mantap,5
Gpod,4
"Sejauh ini menggunakan gojek, drivernya ramah2",5
Kadang suka ada diambil kadang tidak,4
Iklan gojek mohon JANGAN GANGGU SAYA LAGI DENGER GOJEK!!!!!!!!!!!!!!!!!!!,1
Para driver tidak profesional kerja setiap saya pesan selalu di batalkan.,2
Aplikasi gojek sangat membantu kita semua,5
sangat membantu,5
"Sangat bermanfaat,sy sangat terbantu sekali dgm layanan ini",5
Mantap,5
Parkir,5
bagus sekali,5
Sangat membantu,5
Aplikasi sangat membantu,5
tolong dong kalo ngasih order gomart atau gosend jarak jemputnya dibuat jadi diatas 10 Km,1
mantap lah...,3
Kurangi notifikasi alay,1
ok punya,5
Seppp,5
mantap,5
Belum pernah terlambat pembayaran gopaylater tetapi di blokir sementara 🥲 🫥,4
Paylater sedang pengecekan rutin sudah 4 bulan tidak bisa di pakai sedangkan bayar gak pernah telat 2025 loh masa gada kemajuan sama sekali,1
Sulit dpt driver,1
"Pengantaran telat waktu nya nge stuck disitu aja jadi ga bisa batal emang aneh gojek, mau untung ngerugiim orang",5
"sy aktifin gopaylatter sekalinya denda bisa sampe 50rb, padahal order nya pun cuman 40rban jd bayarnya 90rban huft, tolong denda nya jangan kebesaran dong sy keberatan",2
Bagus,5
sering nge stuck ketika lagi pencarian,1
Sgt membantuku,5
kecewa,1
"Makin kesini makin naik trs harganya, mana susah dpt drivernya lagii😭😭",3
Harga di tempat beda jauh.. Medingan beli sendiri. Lebih murah,3
Sangat membantu sekali .,5
Ok banget,5
"Ini kali kedua gopaylater di non aktifkan dan gopay pinjam di non aktifkan, tanpa alasan yang jelas, hati2 dengan gojek !!!",1
"Terlalu banyak oknum admin gopay yang nyuri saldo pelanggan. #korban Penipuan menggunakan nomor gopay centang biru. Baik dari whattap,instagram dll bahkan email. Hati hati buat pengguna aplikasi gopay/gojek. Pinter boleh tapi jangan minterin orang. #aplikasi tidak layak untuk menyimpan uang #Tidak aman.",1
"Bagus pakai gojek,tingkatkan kualitasnya",5
Tetap JD langganan gojek,5
Sangat baik,5
Bagus Akurat,5
Promonya dibanyakin,5
"Dulu sering dpt voucher potongan harga buat beli makan, sekarang jarang dpt.",1
"Klo hujan susah cari driver, kasihan pelanggan",4
"Taking so long for my purchased, i pay extra for the deliver time, but still delayed,so what is the purpose i paid extra!!",1
Good apk,5
Good,5
Parah kali ini.. pesan Go food ternyata drivermya juga anter makanan lain.. dobel job walau KATAnya searah ini bikin lama dan makanan sampai di penerima jadi dah dingin lah .. bayar full tp go foodnya sharing .. wadidaw ......,3
"bagus, tingkatkan",5
"fitur kalah sama grab, cari lokasi kudu mainin titik koordinat. kasian goto",2
So far so good,4
"Driver nya pada ga niat kerja, pada di cocol tapi di cancel system. Aplikator juga bikin program merugikan, baik driver maupun customer rugi. Bikin driver males kerja, bikin customer males order. Otw pindah aplikasi sebelah, makasih. Ini masih gaada follow up? Bener² batu berarti nih aplikasi. Orang timbang beli ayam satu biji aja driver pada males banget di diemin aja, ujan kagak macet kagak. Pantes drivernya pada males, Aplikatornya juga gini, ini terakhir, besok gw uninstall. 👎",1
Mantap,5
Ini gimana sih mau bayar payleter malah gak bisa ih sebel,3
"aplikasi ribet,nyari driver dari tadi gk dapet²drivernya pada gk niat kerja,buat ceo gojek tolong evaluasi lagi lah drivernya",1
Banyak promo menarik. Dr,5
Order gojek sangat susah.padahal skitar bnyak gojek..gak ada yg mau ambil order nya,1
"Promo diskon dengan metode pembayaran dari bank bank yang entah darimana itu ada, nyusahin",2
Mantap,5
saya sangat puas,5
Murah murah,5
Minin promo go food kalah sama shope food,1
"CS menggunakan AI & tidak ada solusi sama sekali, ngawurrrr",1
lama banget nyari drivernya udh 3× baru kali ini kecewa,1
"Beli kuota akrab tapi tidak bisa dipakai. Jangan beli kuota disini, kalau ketipu ga akan ada yang ganti rugi",1
"Payah sekali gofood sekarangg.. Udah lama,muahal,estimasti waktunya molor² 🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️",1
"ongkir mahal amat, bisa 2x lipat dari apps sebelah",1
Pelayanan bagus,5
Bagus,5
Apk jelek,1
pelayanan buruk..,1
sangat membantu,5
Sekarang susah dapat gratis ongkir,1
Suka dapet diskon 👍,5
Woy gw udah lunasin gopaylater tpi ngga d buka blokiran nya,1
"Kecewa, masa gk bisa ubah metode pembayaran gofood",1
Bnyk promo nya...top markotop,5
"kecewa udah nungguin makanan sejam, malah dapat notifikasi driver sibuk",2
Ok,5
Sangat membantu sekali.,5
"Tolong kalau hari libur maps buat drivernya di update, soalnya di UI kalau hari libur semua gerbang tutup. Cuma bisa lewat dekat tugu buku. Kasian driver nya mutar jauh banget🙏🏻",5
Uda 4x download apk gojek pas vermuk selalu gagal..smpai bosen q.. download hapus download hapus smpai 4x mau masuk aja kok susah skli ..,1
"Susah bgt dpt driver. 5 kali di batalin pesanan sya. Duhh gmn sih, ini sya laper ngandelin gojek",1
Zolim,1
OK,4
kecewa bgt. udah nunggu makanan sejam. dbatalin pihak gojek. gopay direfund. bukannya udah dbuatkan makanannya? knpa bisa dbatalin.,2
Mantap,5
"Pesen gomart agak susah,driver selalu tidak ada",4
"Makin males pake ni aplikasi lama"" jadi useless, efek perusahaan makin nggk becus, driver jadi ogah""an ambil order, keseringan di cancel dan nunggu jadi makin lama",1
Sangat membantu,5
Kenapa di saat lagi butuh driver pada sibuk semua kalo lagi grimis ...tolong di bantu,1
Skrng jalan tikus gk keliatan di maps bagusna versi dulu,1
"Aplikasi kocak, udah mulai ga waras harganya, harga ongkir dan layanan 2x lipat dari harga barang wkwkw",2
Bagus,5
3 kali gofood gagal nunggu 3 jam,1
Bagus aplikasi nya... Cuma sayang massas home nya sudah tidak ada lagi,5
B aja,5
mantap,5
Tolong untuk map diperbaiki..sering tidak sesuai dan membuat hubungan driver dengan penumpang jadi bermasalah..tolong IT nya kerja untuk memperbaiki masalah map kalo perlu terjun ke lapangan,5
"pesen gofood, yg sibuk drivernya, voucher kita ilang, aplikasi tolol",1
Bagussssss,5
go food ga jelas.. masa ongkir yang jauh malah murah terus yg lokasinya deket lebih mahal.. tolonglah percuma langganan terus tapi update nya ga jelas gini,2
Bagus,5
Mantapps...,5
Mantap dah Gojek,5
"Tolonglah utk yg bikin aplikasi itu gofood klo emg gak dapet2 driver kasilah customer batalin lebih awal biar bisa ganti aplikasi yg lain, jangan ngibul bilang makanan udh disiapin terus gak bisa dibatalin, yg taunya pas nelp resto bilangnya makanan blm dibikin krn blm dapet driver. Update: Halah jawaban gak guna, udh dicoba yg ada cuma artikel tok. Udah lah ambil motor cuz langsung ke warung...",1
👍👍🙏🙏,5
Mantap,5
15 taun,4
"Driver gojek banyak bikin emosi di jalan, dah salah malah suka nantangin,",1
"Banyak driver yg tidak mau mrngambil orderan hanya karena nominalnya kecil, banyak driver yg mencari penumpang offline dengan menagih tarif yg sangat tidak masuk akal terutama di daerah pariwisata",1
Mf sy kurangin bintang'n krn sangat mengecewakan kena biaya tepat waktu tp low telat biaya tepat waķtu gk dikembalikan 🙏🏻🙏🏻🙏🏻🙏🏻,1
Ok mantep,5
Mantabe,5
Sangat membantu,5
Mantap,5
Titik lokasi kurang tepat dari alamat tujuan yg di input,3
"Driver yg ramah membah kenyamanan, komunikatif dan bersahabat dbg pelanggan cocok u jadi pilihan",5
"pesen gofood skrg ribet jadi makin lama dari sebelumnya ongkir hemat lah ongkir reguler lah ongkir cepat lah,, dah bayar ongkir reguler tetep aja sama aja rasa ongkir hemat hadeeehhhh ga rekomendasi untuk skrg2...",1
"Aku udh make sure pesen gofood td pakai vcr, dan waktu mau check out jelas bgt harga itu kenak 19.900 Udh di co tbtb berubah jd 28.700 itu knp ya? Biaya penanganan tbtb jd 20rb lebih . Kalo emg krn tglhn baru knp gak pas sblm check out kasih liat harga yg bener!!!!????? Sumpah gojek makin kocak",1
Ok,5
"Saya pesen gojek tapi gak kesini sampe saya ketinggalan kereta karena nungguin gocar nya saya bener bener rugi 1,200juta",1
Aman,4
Sangat puas apalagi ada tarif hemat semoga bermanfaat dan sesuai dan terbaik,5
"Skrng sush cari driver, dan driver bnyk komplain dan kena cancel terus",1
"Aku mungkin pengguna Gojek yg setia walaupun banyak app yg laen yg lebih murah. Tp aku lebih nyaman menggunakan Gojek, pesan makanan hampir setiap hari, malamnya beli lauk kadang beli yg manis2 seperti martabak, bubur dll. Pokoknya seCinta itu dengan Gojek...",5
mantap cepat 👍,5
Aplikasi yg Sangat membantu,5
"mempermudah perjalanan, kalau ada diskon suka ngasih info pokoknya Gojek OK 👍",5
Sering2 kasih promo buat pelanggan ya...!!,5
Bagusss,5
Sate ayamnya enak..bumbu kacangnya melimpah,5
Pelayanan drivernya oke,5
Begitu lama mendapatkan driver Terlalu lama untuk pesanan Kita memerlukan waktu satu jam untuk makan Dan terkadang tidak bisa di cancel mohon di perbaiki Tidak bisa melayani dgn baik Tidak ada solusi dri cs servisnya,1
"Pliiiissss bantuuu...kenapa paylaternya ga bisa dipakai,padhal gak pernah telat dan 3hari sebelum japo selalu sudah lunas....kenapaaa ini....",1
lambat dalam pengiriman pesanan,1
Lebih cepat,5
Awesome,5
"Kenapa ya gojek mahal banget, maxim aja gak semahal itu lo, kasih lah buat pengguna lama tu harga lebi murah, atau banyak bonus, gua, keluarga gua, temen gua setiap mau naik ojek, mesti liat maxim ama gojek, ya mesti kita naik maxim karena harganya jauh banget, maxim lebih murah",1
membantu sekali,5
saya pengguna baru selesai top up gopay yang diskon 50% jadi hilang!,1
"sekarang gojek makin kacau sistemnya, masa order gofood estimasi 50 menit, eh pas ke menit 30 delayed 40 menit lagi. dibatalin pun gk bisa. nunggu lama"" tapi makanan gajadi dateng, tau gitu kan dibatalin dari awal biar gk nunggu lama""",1
Ok,5
Sangat teramat kecewa dengan promo² yang di tawarkan,1
"saya padahal engga download apk gojek, tapi di email saya masuk notif dari gojek. kenapa bisa gitu ya min?",3
"Mantul,mantap betul",5
Alhamdulillah Selalu dpt Driver yg baik.,5
bagus,5
kukasih bintang 5 tp kl spt aku pelanggan setia mohon discount besar2 an dunk😄,5
Aplikasi sering go food selalu di batalkan... Gi ride.. driver di kasi titik yang jauh... Aplikasi terburuk,1
"Ongkir go food makin makin mahal , udah gojek plus sekarang cuma potongan 10k di tambah ongkir selalu naik .🥲",4
